1301,1
3515,1
2849,0
1604,0
161,0
1705,0
957,1
3235,0
2870,0
3572,0
878,1
1920,0
2962,0
1885,0
2201,0
99,1
3468,0
2558,0
3184,0
3299,0
254,0
104,1
1446,1
1444,1
1649,0
587,1
628,1
1697,0
3192,0
2102,0
2200,1
404,1
1155,0
2256,0
2864,0
1683,0
3171,0
3443,0
2057,0
3063,0
3489,0
3109,0
453,1
2302,0
1328,1
2945,0
2050,0
881,1
3575,0
624,1
2394,0
3400,0
1788,0
263,1
1635,0
1439,1
2199,0
1970,0
2521,0
1803,0
641,0
3664,0
2386,0
2599,0
3472,0
1960,0
2977,0
489,1
1844,0
1735,0
2912,0
3220,0
147,1
1535,0
1987,0
1370,1
2451,0
3598,0
3003,0
2812,0
660,1
1795,0
2512,0
187,1
1148,1
3273,0
609,1
2192,0
2800,0
1931,0
3030,0
198,0
2932,0
2328,0
294,1
767,1
401,1
123,1
3256,0
203,0
836,1
2295,1
1440,1
1734,0
1696,1
3587,0
1708,0
3570,0
1154,1
1662,0
2433,0
3450,0
1760,0
855,1
1590,0
2268,0
642,1
2,1
2161,0
699,1
3599,0
3000,0
1637,0
3185,0
1292,1
3503,0
2490,0
1521,0
1854,0
1137,1
3305,0
3554,0
1632,0
1999,0
664,1
684,1
1258,1
3465,0
318,0
649,1
1435,1
1480,0
710,1
3431,0
1283,1
1769,0
973,1
2676,0
2681,0
1307,1
1401,1
1409,0
3297,0
2238,0
3303,0
1497,0
3420,0
2039,0
1530,0
1664,0
1355,1
3583,0
3609,0
1644,0
1052,1
796,1
2694,0
3061,0
1598,0
2605,0
2730,0
2626,0
1820,0
3158,0
3315,0
1723,0
1184,1
2573,0
1060,1
541,1
3243,0
1679,0
2797,0
3543,0
3479,0
2533,0
1758,0
1924,0
96,0
1021,1
564,1
3313,0
2791,0
864,0
1485,0
2940,0
1882,0
1039,1
207,1
393,1
2843,0
871,1
398,1
2815,0
3532,0
3290,0
1029,1
2691,0
1486,0
2661,0
961,1
1571,0
2774,0
1896,0
2732,0
2147,0
805,1
1752,0
2455,0
503,1
3120,0
3105,0
2978,0
780,1
1864,0
201,0
2183,0
3100,0
2089,0
3066,0
2279,1
1797,0
379,1
2337,0
419,1
1699,0
392,0
2641,0
1523,0
1163,0
3135,0
1496,0
2696,0
2028,0
1153,0
1368,1
2569,0
65,1
2063,0
1181,1
3113,0
493,1
380,0
2236,0
764,1
2265,0
792,1
1077,1
879,0
338,1
2768,0
2344,0
1017,1
1276,1
3534,1
456,1
3343,0
816,1
2318,0
996,0
1982,0
202,1
162,0
1580,0
2778,0
2450,0
703,1
1501,0
1130,1
2614,0
3462,0
1022,1
3074,1
3460,0
1586,0
1956,0
3153,0
2254,0
35,1
776,1
2557,0
3500,0
1479,1
3004,0
1391,1
2140,0
1364,1
2946,0
2613,0
3418,0
2825,0
2042,0
242,1
2062,0
2364,0
601,1
2436,0
1298,1
2215,0
2889,0
2069,0
647,1
3557,0
3203,0
1529,0
2880,0
1268,0
1900,0
563,1
3634,0
2735,0
3006,0
190,1
1807,0
976,1
2748,0
3548,0
2048,0
2559,0
1083,1
475,1
3633,0
2905,0
748,1
2301,0
22,1
3386,0
460,1
1185,1
2325,0
956,1
1216,0
2434,0
2854,0
3486,0
1516,0
2392,0
770,1
3381,0
1686,0
131,1
2920,0
3172,0
3445,0
2136,0
1483,0
331,1
1239,0
467,1
2170,0
1639,0
3093,0
1096,1
1131,1
1295,1
861,1
3508,0
3175,0
