1315,1
1852,0
3581,0
3106,1
3037,0
1373,1
1856,0
1320,1
2561,0
3524,0
2662,1
376,1
1909,0
334,1
2762,0
2816,0
2366,0
1605,0
1119,1
3470,0
1944,0
2772,1
2377,0
3083,0
1343,0
321,1
1620,0
2987,0
2061,0
2220,0
1674,0
1943,0
261,1
2875,0
2040,0
690,1
902,1
2307,0
2027,0
139,1
1918,0
1829,0
1574,0
320,0
654,1
2138,0
2837,0
559,1
2188,0
113,1
532,1
225,1
724,1
2966,0
3146,0
1434,1
2374,0
2847,0
2930,0
1459,0
3309,0
847,1
194,1
1465,1
2622,0
947,1
2022,1
2552,0
1630,0
118,1
646,1
1871,0
4,1
75,1
1756,0
468,1
6,1
1247,0
920,1
2596,0
229,1
1064,1
2591,0
243,1
3505,0
1161,1
3075,1
3099,0
2564,1
1527,0
1606,0
3416,0
3652,0
2844,0
3114,0
1990,1
2874,0
2363,0
1976,0
1762,0
1306,1
1542,0
3190,0
2473,0
2643,0
623,1
2828,0
1494,0
111,1
2276,0
3071,0
1170,1
3632,0
233,1
67,1
3316,0
2073,0
2193,0
537,1
126,1
2134,0
1255,1
3035,0
1977,0
3007,0
2842,0
2076,0
485,1
1655,0
3279,0
2776,0
3011,0
1775,0
2411,1
919,1
1647,0
1027,1
1031,1
883,1
1336,1
2723,0
2714,0
365,1
2126,0
28,1
474,1
526,0
726,1
56,1
639,1
303,1
3196,0
1277,1
3228,0
625,1
2056,0
1281,0
1050,1
337,1
48,1
107,1
2398,0
1080,1
2287,0
2262,0
1145,1
2918,0
2297,0
1837,0
1754,0
1102,1
1969,0
2782,0
3363,0
524,0
2281,0
2693,0
1429,1
2582,0
3195,0
604,1
1490,0
3680,0
3391,0
61,1
3370,0
672,1
93,0
667,1
1888,0
281,1
1720,1
360,1
900,1
1936,0
1995,0
2827,0
761,1
2159,0
3212,1
43,1
2174,0
205,1
1474,0
2101,0
2594,1
69,1
1876,0
2910,0
2232,0
138,1
797,1
2181,0
2129,0
759,1
542,1
1020,1
2801,0
166,1
249,1
1332,1
2018,0
447,1
2483,0
1359,1
2146,0
1330,1
2786,0
3567,1
2151,0
435,1
2123,0
578,1
2923,0
3362,0
2449,0
1849,0
763,1
389,1
236,1
3193,0
1985,0
268,0
771,0
2166,0
438,1
674,1
250,1
2202,0
1575,0
2143,0
2082,0
3207,0
3144,0
3360,0
449,1
1470,1
717,1
3178,0
3626,0
2049,0
1902,0
3053,0
1169,1
83,1
3278,0
2725,0
1461,1
2819,0
1894,0
1669,0
2757,1
2001,0
476,1
518,1
405,1
385,1
2971,0
2153,0
1634,0
3507,0
689,1
3174,0
1241,1
63,1
853,1
3372,0
3027,0
1263,1
224,1
2194,0
374,1
1825,1
3102,0
3519,0
3180,0
3289,0
2872,0
10,1
2498,0
1945,0
1839,0
709,1
256,1
1618,0
390,1
1582,0
925,1
3401,0
2896,0
2509,0
2037,0
2937,0
1225,1
2550,0
1947,0
740,1
41,1
869,1
2780,0
540,1
2746,0
3069,0
2724,0
1372,1
1146,1
1032,1
373,1
668,1
358,1
968,1
2832,0
2784,0
1354,1
1036,1
471,1
3173,0
1397,1
3210,0
1550,0
1257,1
2095,0
1556,0
3167,0
1251,1
1700,0
1253,1
3392,0
3412,0
80,1
1173,1
815,1
1853,0
2221,0
2720,0
3219,0
2106,0
134,0
1141,1
934,0
929,1
824,1
1532,0
1215,1
505,1
3635,0
2396,0
1997,0
