298,1
2164,0
1265,1
2217,0
959,1
1789,0
1827,0
1645,0
2223,0
1375,0
1287,1
2015,0
350,1
1369,1
1877,0
644,1
2158,0
3039,0
670,1
3336,0
1872,0
3009,0
1553,0
1180,1
2744,0
1579,1
2904,0
2078,0
2186,0
1358,1
787,1
3300,0
141,1
789,1
324,1
3304,0
715,0
1984,0
2187,0
3397,0
1770,0
3097,0
2931,0
619,1
407,0
3129,0
2668,0
1614,0
1721,0
2230,0
498,1
2343,0
343,1
2385,0
2777,0
783,1
1324,1
2130,0
1671,0
304,0
3434,1
2269,1
665,1
1178,1
1245,0
2247,0
2124,0
2886,0
3282,0
2943,0
85,1
2713,1
942,1
962,1
842,1
3298,0
2907,0
1790,0
2145,0
1913,0
291,1
2625,1
2351,0
1895,0
3081,0
3329,0
605,0
3223,0
917,1
1874,0
2253,0
1100,1
1089,1
2576,0
1949,0
822,1
2526,0
3473,0
3255,0
3017,0
1303,1
1001,1
2030,0
2888,0
1478,1
19,0
494,1
1126,1
1405,1
2496,0
1833,0
2258,0
2235,0
3326,0
585,1
2806,0
688,1
2260,0
1660,0
2680,0
3351,0
1010,1
2954,0
361,1
3130,0
3357,0
2359,0
1311,1
3036,0
1755,0
1887,0
2213,1
345,1
987,1
3032,0
744,1
2005,0
2038,0
1722,0
114,1
1438,1
2154,0
1242,1
1143,1
2222,0
1217,1
1199,1
86,1
2373,0
2530,0
1382,0
1806,0
669,1
1015,1
129,1
1365,0
2903,0
1737,0
892,1
2371,0
1360,1
308,1
384,0
151,0
1318,0
1452,1
2877,0
2403,0
427,1
495,1
1208,1
2654,0
2280,0
1209,1
2803,0
2970,0
3555,0
2988,0
1240,1
2358,0
3378,1
276,1
490,1
1830,0
1230,1
691,1
2818,0
2452,0
3382,1
2863,0
2913,0
2891,0
1059,1
119,1
1025,1
2025,0
282,1
2160,0
1317,1
3656,0
969,1
1666,0
1739,0
3365,0
2128,0
620,1
3016,0
156,1
3586,0
1656,1
2270,0
305,1
3117,0
3122,0
3527,0
3676,1
2742,0
1308,1
2060,1
576,1
2401,0
3149,0
3213,0
1300,0
133,0
1994,0
2947,0
2397,0
844,1
2551,0
1899,0
270,1
630,1
1034,1
2133,1
287,1
1327,0
3043,0
301,1
2922,0
3302,0
1448,1
1473,1
2609,0
3295,0
3387,1
66,1
2721,0
891,1
3098,0
3194,0
2579,0
1847,0
231,1
504,1
1834,0
3266,0
381,0
1526,0
2116,0
1860,1
1005,1
837,1
3641,1
375,0
2113,0
2590,0
2717,0
940,1
1322,1
3288,0
2541,0
752,1
100,0
1544,0
2313,0
867,1
911,1
2006,0
1576,0
530,1
1261,1
1802,0
2259,0
637,1
1270,1
186,1
2314,0
1799,0
2282,0
932,0
1442,1
2248,0
3056,0
2597,0
1536,0
866,1
2935,0
1274,1
3238,1
2750,0
608,0
2185,0
1713,0
1965,0
152,1
3211,0
2627,0
2011,0
2356,0
732,1
2407,0
2342,0
3344,1
24,0
3085,0
159,1
1749,0
862,1
2139,0
903,0
353,1
1231,1
2764,0
445,1
3601,0
755,0
1738,0
924,1
1667,0
3642,0
2581,0
312,1
1376,0
549,1
2447,1
1747,0
2125,0
2881,0
307,1
288,1
695,1
309,1
2705,0
1757,0
2835,0
2338,0
750,1
1591,0
1171,1
1875,0
1267,1
1992,0
2697,0
909,1
3364,0
87,0
2911,0
1937,0
3047,0
971,1
14,1
874,1
1724,1
809,1
3155,0
515,1
2948,0
